"district_type";"district";"party";"rank_list";"name";"birth_year";"beruf";"pref_votes_abs"
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";25;"Lackner, Bakk. MSc.Barbara";1990;"Angestellte";16
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";26;"Muhr, Manfred";1976;"Bio-Bauer";61
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";1;"Unterdorfer-Morgenstern, Mag. Markus";1972;"Unternehmer";225
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";2;"Meisl, Mag. Elke";1983;"AHS-Lehrerin";175
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";3;"Zechner, Robert";1980;"Unternehmer";35
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";4;"Pirker, Christian";1962;"EDV-Trainer";27
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";5;"Zebedin, Bernhard";1975;"Unternehmer";14
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";6;"Hellmann, Nikolaus";1991;"Student";15
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";7;"Moser, Daniel";1984;"Angestellter";14
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";8;"Werkl, Sebastian";1996;"Koch";22
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";9;"Lausegger, Petra";1984;"Unternehmerin";39
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";10;"Kaplan, Mag. Julia Simone";1986;"Angestellte";16
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";11;"Kößler, BA, Christine";1985;"Angestellte";10
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";12;"Gasser, BA, Ludwig Maria";1988;"Unternehmer";23
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";13;"Bärntatz, Ing.  MAS MTD Hermann";1964;"Unternehmer";15
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";14;"Schöffmann, Mag. Christine";1986;"Angestellte";23
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";15;"Rupperti, Mag.  BSCMirjam";1959;"Unternehmensberaterin";8
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";16;"Ludwiger, Michael";1978;"Angestellter";7
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";17;"Klee, Julia";1987;"Studentin";19
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";18;"Borghi, Marco";1986;"Angestellter/Student";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";19;"Bürger, Ing. Franz Josef";1963;"Unternehmer";10
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";20;"Schally, Valerian";1997;"Student";19
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 4, NEOS - Das Neue Österreich (NEOS)";21;"Stauder, Ing. Wolfgang";1972;"Landesgeschäftsführer";31
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 5, JETZT - Liste Pilz (JETZT)";1;"Mang, MARudolf";1966;"selbständig";69
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 5, JETZT - Liste Pilz (JETZT)";2;"Kosta, BA, Georgina";1972;"Angestellte";30
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 5, JETZT - Liste Pilz (JETZT)";3;"Spacil, Gerhard";1970;"Angestellter";4
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 5, JETZT - Liste Pilz (JETZT)";4;"Pruntsch, Dr. Anton";1962;"selbständig";22
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 5, JETZT - Liste Pilz (JETZT)";5;"Hönigsberger, DI Oliver";1969;"selbständig";15
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 5, JETZT - Liste Pilz (JETZT)";6;"Berger, Christian";1967;"selbständig";11
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";1;"Voglauer, DI Olga";1980;"Bäuerin";990
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";2;"Rabitsch, Dr. Alexander";1957;"Tierarzt";156
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";3;"Seebacher, Mag. Dorothea";1960;"Lehrerin";44
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";4;"Lebersorger, Mag.  Dr. Reinhard";1952;"Steuerberater/Unternehmensberater";51
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";5;"Motschiunig, Mag. Margit";1964;"Pädagogin/Psychologin";49
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";6;"Stückler, Reinhard";1973;"Bauer";51
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";7;"Schautzer, Sabina";1958;"Gemeinderätin";86
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";8;"Wallner, Heinz";1974;"Kfm Angestellter, Systemadmin.";5
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";9;"Herkner, Mag. Karin";1979;"Angestellte";12
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";10;"Schurian, Thomas";1971;"Amtsleiter";19
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";11;"Seymann, Mag. Birgit";1967;"Angestellte";12
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";12;"Smole, Philipp";1981;"Angestellter";18
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";13;"Zerzer, DI Nada";1972;"Verlagsleiterin";28
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";14;"Campidell, David";1993;"Maler und Vergolder";65
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";15;"Gmeiner-Jahn, Mag. Dorothea";1970;"Selbstständig";34
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";16;"Russegger, BScDaniel";1990;"Student";37
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";17;"Koschier, Mag. Sonja";1975;"Lehrerin";28
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";18;"Wiener, Martin";1964;"Selbständig";13
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";19;"Dohr, Susanne";1975;"Angestellte";15
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";20;"Tiefenböck, Johannes";1964;"Techniker";7
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";21;"Wiltschnig, Mag. Martina";1983;"Angestellte";13
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";22;"Niederl, Birgit";1959;"Zahntechnikerin";5
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";23;"Knafl, Klaus";1982;"Sozialpädagoge";26
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";24;"Wiltschnig, Mag. Brigitte";1951;"Pensionistin";5
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";25;"Heber, Alexander";1986;"Student";17
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";26;"Frey, Günther Frank";1957;"Stadtrat";35
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 7, Wandel - Aufbruch in ein gemeinwohlorientiertes Morgen mit guter Arbeit, leistbarem Wohnen und radikaler Klimapolitik. Es gibt viel zu gewinnen. (WANDL)";1;"Raming, Mag. Christian";1956;"Unternehmensberater";22
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 7, Wandel - Aufbruch in ein gemeinwohlorientiertes Morgen mit guter Arbeit, leistbarem Wohnen und radikaler Klimapolitik. Es gibt viel zu gewinnen. (WANDL)";2;"Lesjak, Franz Josef";1962;"Freiberufler";31
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";1;"Wriessnig, Patrick";1980;"Lehrer";14
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";2;"Tamas, DI Cristina-Annamaria";1968;"Informatikerin";8
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";3;"Oberleitner, Mag. Kurt";1964;"Rechtsanwalt";4
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";4;"Gazibara, Stefica";1976;"Studentin";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";5;"Promitzer, Dr. Christian";1962;"Historiker";3
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";6;"Dietrich, Stefan Albert";1990;"Student";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";7;"Wurzer, Domenique";1999;"Einzelhandelskaufmann";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";8;"Koletnik, Maria";1963;"Bandarbeiterin";6
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";9;"Peuker, Karin";1953;"Altenfachbetreuerin";5
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";10;"Sagis, Mag. Nevzat";1965;"Selbst. Buchhalter und Gastronom";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";11;"Hanin, Stanko";1972;"Zimmerer und Bürokaufmann";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";12;"Murer, Gerald";1968;"Werbefachmann";2
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";13;"Waldhart, Hildegard";1938;"Pensionistin";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";14;"Krivec, Brigitta";1949;"Techn. Zeichnerin";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";15;"Castro De Koletnik, Osterlin Wanda";1972;"Reinigungskraft";4
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";16;"Svetnik, Horst";1939;"Maschinenschlosser";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";17;"Schaunig, Friedrich Josef";1950;"Maschinenschlosser";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";18;"Pilhofer, Horst";1958;"Sicherheitsfachkraft";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";19;"Berger, Gottfried";1953;"Technischer Illustrator";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";20;"Rausch, MagElisabeth";1951;"Pädagogin";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";21;"Steingress, Dr. Gerhard";1947;"Soziologe";2
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";22;"Einspieler, Margaretha";1957;"Maschinenschlosserin";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";23;"Hanin, Isabella";1971;"Hausfrau";4
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";24;"Tratar, Metod";1977;"Spengler";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";25;"Apovnik, Josef";1947;"Landwirt";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 8, Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";26;"Messner, Dr. Stefan Miroslav";1948;"Textarbeiter";4
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";1;"Rutter, Martin";1983;"Selbstständiger";45
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";2;"Nikel, Helmut";1966;"Angestellter";17
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";3;"Klement, DI  MAS, Karlheinz";1963;"Politiker, Künstler";7
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";4;"Schlitzer, Stefan";1998;"Selbstständiger";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";5;"Theissl, Roman";1968;"Operationsassistent";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";6;"Lichtnegger, Franz Meinhard";1947;"Unternehmer";3
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";7;"Steiner, Elisabeth";1968;"Unternehmerin";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";8;"Schuray, Veronika";1959;"Pflegeassistentin";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";9;"Lukic, Jelena Margaretha";1989;"Studentin";0
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";10;"Fritz, Andrea";1982;"Angestellte";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";11;"Lukic, Astrid";1965;"LKW-Fahrerin";1
"Landeswahlkreis";"Landesparteiliste Kärnten";"Liste 9, Allianz der Patrioten (BZÖ)";12;"Plausteiner, Siegfried";1966;"Selbstständiger";2
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";1;"Sobotka, Mag. Wolfgang";1956;"Nationalratspräs,";6130
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";2;"Himmelbauer, BSc, Eva-Maria";1986;"Unternehmerin";892
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";3;"Schmuckenschlager, Johannes";1978;"Weinhauer";1379
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";4;"Steinacker, Mag. Michaela";1962;"Abg.Z.Nr, Juristin";209
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";5;"Auer, Otto";1966;"Landwirt";333
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";6;"Berger-Grabner, Mag. Doris";1978;"Angestellte";121
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";7;"Hinteregger, Florian";1989;"Leitstellenleiter";151
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";8;"Neumann-Hartberger, Irene";1974;"Landwirtin";182
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";9;"Groiß, Ing.  Mag. WERNER";1967;"STEUERBERATER";191
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";10;"Hackenauer, Birgit Evelyn";1971;"Geschäftsführerin";39
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";11;"Cernusca, Matthias";1988;"Rechtsanwalt";51
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";12;"Ainedter-Samide, MbaKrista";1971;"Haut- Facharzt";48
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";13;"Mayrhofer, Ing.  Mag. Erich";1957;"Gastwirt";37
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";14;"Strohmayr, Petra";1980;"Polizeibeamtin";89
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";15;"Hager, Josef";1968;"Angestellter";33
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";16;"Moritz-Pfabigan, Natascha";1973;"Hausfrau";31
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";17;"Zöhling, Mag. Johann";1979;"Verwaltungsjurist";139
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";18;"Edtstadler, Theresa Sophie";1988;"Gf Europafor. Wachau";281
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";19;"Stacherl, Christian";1985;"Angestellter";198
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";20;"Schmid, DIpl.-Päd. MSc, Susanne";1968;"Direktorin / Beamtin";23
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";21;"Freistetter, Ing. Andreas";1968;"Lak-Präsident";26
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";22;"Kalab, Mag. Belinda";1967;"Dipl.-Pädagogin";63
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";23;"Broidl, Franz Xaver";1988;"Winzer";74
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";24;"Stift, Mag.  MBA,  Catharina";1973;"Selbstständig";37
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";25;"Rädler, Christian";1974;"Geschäftsführer";50
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";26;"Eder, DIpl.-Ing.  Dr.  Maria Theresia";1965;"Verfahrenstechn.";68
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";27;"Mitmasser, Mag. Patrick";1993;"Projekttechniker";55
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";28;"Eichinger, MbaMagdalena";1958;"Pensionistin";6
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";29;"Steinwendtner, Mag. Florian";1981;"Rechtsanwalt";43
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";30;"Angerer, Jutta";1959;"Angestellte";8
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";31;"Deiser, Ing. Matthias";1979;"Personalvertreter";28
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";32;"Eisenhuber, Monika";1970;"Unternehmerin";62
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";33;"Ehrenbrandtner, Andreas";1973;"Landwirt";50
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";34;"Kö, Andrea";1963;"Prokuristin/Angest.";68
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";35;"Zwiefelhofer, Paul";1995;"Student";51
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";36;"Riedl-Weixlbraun, Silvia";1972;"Angestellte Beim Öbh";28
"Landeswahlkreis";"Landesparteiliste Niederösterreich";"Liste 1, Liste Sebastian Kurz - die neue Volkspartei (ÖVP)";37;"Maringer, Markus";1993;"Student";104
